title,abstract,ai_generated,is_ai_generated
Higher-order theories,"This research paper explores the concept of higher-order theories and their application in cognitive science and philosophy of mind. Higher-order theories posit that conscious mental states are those that are accompanied by higher-order thoughts or beliefs about those mental states. The paper examines the historical background and various formulations of higher-order theories, including the debate between first-order and higher-order theories. It also considers the implications of higher-order theories for understanding consciousness, self-awareness, and the relationship between mental states and brain states. The paper concludes with a discussion of the strengths and weaknesses of higher-order theories and directions for future research.",True,1
Pulsar radiation belts and transient radio emission,"  It is proposed that radiation belts similar to the ones in the planetary
magnetosphere can exist for a pulsar with a relatively long period and a strong
magnetic field. In the belts located in the closed field line region near the
light cylinder relativistic pairs are trapped and maintained at a density
substantially higher than the local Goldreich-Julian corotation density. The
trapped plasma can be supplied and replenished by either direct injection of
relativistic pairs from acceleration of externally-supplied particles in a
dormant outer gap or in situ ionization of the accreted neutral material in the
trapping region. The radiation belts can be disrupted by waves that are excited
in the region as the result of plasma instabilities or emitted from the surface
due to starquakes or stellar oscillations. The disruption can cause an
intermittent particle precipitation toward the star producing radio bursts. It
is suggested that such bursts may be seen as rotating radio transients (RRATs).
",False,0
Pulsar radiation belts and transient radio emission,"This research paper discusses the study of pulsar radiation belts and transient radio emissions. The research aims to investigate the properties and dynamics of these phenomena and their impact on the surrounding environment. The paper presents a comprehensive analysis of observational data and theoretical models, which suggest that the pulsar radiation belts are responsible for the production of transient radio emissions. These emissions exhibit a complex behavior that varies with time and frequency. The study concludes that understanding the nature of these phenomena is crucial for developing a better understanding of the pulsar emission mechanism and the processes that govern the acceleration and propagation of particles in the pulsar magnetosphere. The research provides significant insights into the physics of pulsars and highlights the importance of continued research in this field.",True,1
"The Transit Light Curve Project. VI. Three Transits of the Exoplanet
  TrES-2","  Of the nearby transiting exoplanets that are amenable to detailed study,
TrES-2 is both the most massive and has the largest impact parameter. We
present z-band photometry of three transits of TrES-2. We improve upon the
estimates of the planetary, stellar, and orbital parameters, in conjunction
with the spectroscopic analysis of the host star by Sozzetti and co-workers. We
find the planetary radius to be 1.222 +/- 0.038 R_Jup and the stellar radius to
be 1.003 +/- 0.027 R_Sun. The quoted uncertainties include the systematic error
due to the uncertainty in the stellar mass (0.980 +/- 0.062 M_Sun). The timings
of the transits have an accuracy of 25s and are consistent with a uniform
period, thus providing a baseline for future observations with the NASA Kepler
satellite, whose field of view will include TrES-2.
",False,0
"The Transit Light Curve Project. VI. Three Transits of the Exoplanet
  TrES-2","This research paper presents the results of the analysis of three transits of the exoplanet TrES-2 as part of The Transit Light Curve Project. Observations were conducted using the Kepler Space Telescope and the light curve was analyzed using various techniques to determine the planet's physical characteristics, such as its size, orbital period, and atmospheric composition. The results indicate that TrES-2 is a gas giant planet with a radius of 1.19 times that of Jupiter and an orbital period of 2.47 days. The planet's atmosphere was found to be largely composed of hydrogen and helium, with a possible presence of water vapor. The findings provide valuable insights into the properties of exoplanets and contribute to our understanding of the formation and evolution of planetary systems.",True,1
"Extracting galactic binary signals from the first round of Mock LISA
  Data Challenges","  We report on the performance of an end-to-end Bayesian analysis pipeline for
detecting and characterizing galactic binary signals in simulated LISA data.
Our principal analysis tool is the Blocked-Annealed Metropolis Hasting (BAM)
algorithm, which has been optimized to search for tens of thousands of
overlapping signals across the LISA band. The BAM algorithm employs Bayesian
model selection to determine the number of resolvable sources, and provides
posterior distribution functions for all the model parameters. The BAM
algorithm performed almost flawlessly on all the Round 1 Mock LISA Data
Challenge data sets, including those with many highly overlapping sources. The
only misses were later traced to a coding error that affected high frequency
sources. In addition to the BAM algorithm we also successfully tested a Genetic
Algorithm (GA), but only on data sets with isolated signals as the GA has yet
to be optimized to handle large numbers of overlapping signals.
",False,0
"Extracting galactic binary signals from the first round of Mock LISA
  Data Challenges","This research paper presents a study on the extraction of galactic binary signals from the first round of Mock LISA Data Challenges. The Laser Interferometer Space Antenna (LISA) is a proposed space-based gravitational wave observatory that is expected to detect gravitational waves from various sources, including galactic binary systems. In this study, we use the Mock LISA Data Challenges to simulate the data that LISA is expected to collect and analyze the galactic binaries in the simulated data. We implement various signal processing techniques to extract the gravitational wave signals from the simulated data and evaluate their performance. Our results show that the extraction of galactic binary signals from the Mock LISA Data Challenges is feasible, and the signal processing techniques used are effective. This study is significant for the development of the LISA mission and the detection of gravitational waves from galactic binary systems.",True,1
"Long Term Simulations Of Astrophysical Jets; Energy Structure and
  Quasi-Periodic Ejection","  We have performed self-consistent 2.5-dimensional nonsteady MHD numerical
simulations of jet formation as long as possible, including the dynamics of
accretion disks. Although the previous nonsteady MHD simulations for
astrophysical jets revealed that the characteristics of nonsteady jets are
similar to those of steady jets, the calculation time of these simulations is
very short compared with the time scale of observed jets. Thus we have
investigated long term evolutions of mass accretion rate, mass outflow rate,
jet velocity, and various energy flux. We found that the ejection of jet is
quasi-periodic. The period of the ejection is related to the time needed for
the initial magnetic filed to be twisted to generate toroidal filed. We compare
our results with both the steady state theory and previous 2.5-dimensional
nonsteady MHD simulations.
",False,0
"Long Term Simulations Of Astrophysical Jets; Energy Structure and
  Quasi-Periodic Ejection","Astrophysical jets are ubiquitous in the universe, emanating from various celestial bodies such as black holes, neutron stars, and young stellar objects. In this paper, we present long-term simulations of astrophysical jets using numerical methods to explore the energy structure and quasi-periodic ejection phenomenon. Our simulations reveal that the energy structure of the jet is characterized by a power-law distribution, with the majority of the energy concentrated in the core region. Additionally, we find that the quasi-periodic ejection phenomenon can be attributed to the instability of the jet, which results in the formation of helical structures. Furthermore, our simulations demonstrate that the jet's energy flux is directly proportional to the power-law index, suggesting that the core region plays a crucial role in the jet's energy output. These findings shed new light on the energetics and dynamics of astrophysical jets, providing a better understanding of the role they play in the evolution of celestial objects.",True,1
"On Verifying and Engineering the Well-gradedness of a Union-closed
  Family","  Current techniques for generating a knowledge space, such as QUERY,
guarantees that the resulting structure is closed under union, but not that it
satisfies wellgradedness, which is one of the defining conditions for a
learning space. We give necessary and sufficient conditions on the base of a
union-closed set family that ensures that the family is well-graded. We
consider two cases, depending on whether or not the family contains the empty
set. We also provide algorithms for efficiently testing these conditions, and
for augmenting a set family in a minimal way to one that satisfies these
conditions.
",False,0
"On Verifying and Engineering the Well-gradedness of a Union-closed
  Family","This research paper investigates the concept of well-gradedness in a union-closed family and proposes a method for verifying and engineering this property. The study shows that the well-gradedness property can be used to identify optimal solutions in various scenarios, including voting systems and facility location problems. The proposed method utilizes a graph-theoretic approach and computational tools to efficiently verify and engineer well-gradedness. The results indicate that the method is effective and provides practical benefits for decision-making processes. Overall, this research contributes to the understanding and application of well-gradedness in union-closed families and provides a useful tool for decision-makers in various fields.",True,1
"Solar Magnetic Tracking. I. Software Comparison and Recommended
  Practices","  Feature tracking and recognition are increasingly common tools for data
analysis, but are typically implemented on an ad-hoc basis by individual
research groups, limiting the usefulness of derived results when selection
effects and algorithmic differences are not controlled. Specific results that
are affected include the solar magnetic turnover time, the distributions of
sizes, strengths, and lifetimes of magnetic features, and the physics of both
small scale flux emergence and the small-scale dynamo. In this paper, we
present the results of a detailed comparison between four tracking codes
applied to a single set of data from SOHO/MDI, describe the interplay between
desired tracking behavior and parameterization of tracking algorithms, and make
recommendations for feature selection and tracking practice in future work.
",False,0
"Solar Magnetic Tracking. I. Software Comparison and Recommended
  Practices","The research paper titled ""Solar Magnetic Tracking. I. Software Comparison and Recommended Practices"" discusses the comparison of various software programs used for tracking the movement of magnetic fields on the Sun's surface. The main objective of the study was to determine the best practices and techniques for accurately tracking the movement of these magnetic fields. The researchers found that the most accurate results were obtained when using a combination of software programs, including SSWIDL and IDL. They also recommended that users should perform regular calibration tests and adjust their tracking techniques as needed to maintain accuracy. Overall, the study emphasizes the importance of using reliable software and following recommended practices for tracking solar magnetic fields.",True,1
The Magnetic Fields of Classical T Tauri Stars,"  We report new magnetic field measurements for 14 classical T Tauri stars
(CTTSs). We combine these data with one previous field determination in order
to compare our observed field strengths with the field strengths predicted by
magnetospheric accretion models. We use literature data on the stellar mass,
radius, rotation period, and disk accretion rate to predict the field strength
that should be present on each of our stars according to these magnetospheric
accretion models. We show that our measured field values do not correlate with
the field strengths predicted by simple magnetospheric accretion theory. We
also use our field strength measurements and literature X-ray luminosity data
to test a recent relationship expressing X-ray luminosity as a function of
surface magnetic flux derived from various solar feature and main sequence star
measurements. We find that the T Tauri stars we have observed have weaker than
expected X-ray emission by over an order of magnitude on average using this
relationship. We suggest the cause for this is actually a result of the very
strong fields on these stars which decreases the efficiency with which gas
motions in the photosphere can tangle magnetic flux tubes in the corona.
",False,0
The Magnetic Fields of Classical T Tauri Stars,"The research paper titled ""The Magnetic Fields of Classical T Tauri Stars"" aimed to investigate the magnetic fields of classical T Tauri stars (CTTS) using spectropolarimetric observations obtained with the ESPaDOnS and Narval instruments. The main objective was to determine the strength and geometry of the magnetic fields in these stars and study their impact on the accretion process.
The study found that the magnetic fields in CTTS are complex and have a wide range of strengths and geometries. The strength of the magnetic fields ranged from a few Gauss to several hundred Gauss, with the majority being in the range of 10-100 Gauss. The geometry of the magnetic fields varied from simple dipolar fields to more complex multipolar fields.
The study also found that the magnetic fields play a crucial role in the accretion process in CTTS. The magnetic fields control the funneling of material onto the star and regulate the accretion rate. The study showed that the accretion rate is correlated with the strength of the magnetic field, with higher accretion rates observed in stars with stronger magnetic fields.
In conclusion, the study provided a comprehensive analysis of the magnetic fields of CTTS and their impact on the accretion process. The results provide valuable insights into the formation and evolution of young stars and the role of magnetic fields in these processes.",True,1
"Optimal Routing for the Gaussian Multiple-Relay Channel with
  Decode-and-Forward","  In this paper, we study a routing problem on the Gaussian multiple relay
channel, in which nodes employ a decode-and-forward coding strategy. We are
interested in routes for the information flow through the relays that achieve
the highest DF rate. We first construct an algorithm that provably finds
optimal DF routes. As the algorithm runs in factorial time in the worst case,
we propose a polynomial time heuristic algorithm that finds an optimal route
with high probability. We demonstrate that that the optimal (and near optimal)
DF routes are good in practice by simulating a distributed DF coding scheme
using low density parity check codes with puncturing and incremental
redundancy.
",False,0
"Optimal Routing for the Gaussian Multiple-Relay Channel with
  Decode-and-Forward","The research paper titled ""Optimal Routing for the Gaussian Multiple-Relay Channel with Decode-and-Forward"" aims to investigate the optimal routing strategies for the Gaussian multiple-relay channel (GMRC) with decode-and-forward (DF) relaying. The main objective of the paper is to develop a mathematical framework for optimizing the routing of signals in a GMRC-DF system. 
The researchers propose a novel optimization algorithm based on the principle of convex optimization to identify the optimal routing strategies. The algorithm is designed to minimize the total transmit power of the relays while maintaining a certain level of signal quality at the destination. The paper also discusses the impact of various system parameters such as channel noise, relay location, and link quality on the optimal routing strategies.
The significant discoveries of the research paper include the identification of the optimal routing strategies for the GMRC-DF system, which can significantly reduce the total power consumption of the relays while maintaining a high level of signal quality. The study also highlights the importance of relay location and link quality in determining the optimal routing strategies. 
In conclusion, the research paper provides a valuable contribution to the field of wireless communication by proposing an efficient optimization algorithm for the GMRC-DF system, which can lead to significant energy savings in wireless networks.",True,1
La controverse de 1874 entre Camille Jordan et Leopold Kronecker,"  During the whole of 1874, Camille Jordan and Leopold Kronecker quar- relled
vigorously over the organisation of the theory of bilinear forms. That theory
promised a ""general"" and ""homogeneous"" treatment of numerous questions arising
in various 19th-century theoretical contexts, and it hinged on two theorems,
stated independently by Jordan and Weierstrass, that would today be considered
equivalent. It was, however, the perceived difference between those two
theorems that sparked the 1874 controversy. Focusing on this quarrel allows us
to explore the algebraic identity of the polynomial practices of the
manipulations of forms in use before the advent of structural approaches to
linear algebra. The latter approaches identified these practices with methods
for the classification of similar matrices. We show that the prac- tices --
Jordan's canonical reduction and Kronecker's invariant computation -- reflect
identities inseparable from the social context of the time. Moreover, these
practices reveal not only tacit knowledge, local ways of thinking, but also --
in light of a long history tracing back to the work of Lagrange, Laplace, Cau-
chy, and Hermite -- two internal philosophies regarding the significance of
generality which are inseparable from two disciplinary ideals opposing algebra
and arithmetic. By interrogating the cultural identities of such practices,
this study aims at a deeper understanding of the history of linear algebra
without focusing on issues related to the origins of theories or structures.
",False,0
La controverse de 1874 entre Camille Jordan et Leopold Kronecker,"This research paper delves into the 1874 controversy between the French mathematician Camille Jordan and the German mathematician Leopold Kronecker. At the heart of the debate was the question of the foundations of mathematics, specifically the use of infinite sets and their role in mathematical reasoning. Jordan argued for the validity of infinite sets and their importance in mathematical analysis, while Kronecker maintained that only finite sets and their operations should be considered legitimate in mathematics. The paper examines the arguments made by both mathematicians and the broader implications of this controversy for the development of mathematics in the late 19th century. Ultimately, the paper suggests that the debate between Jordan and Kronecker highlights the tension between the abstract and concrete approaches to mathematics, a tension that continues to shape mathematical inquiry today.",True,1
"L'identit\'e alg\'ebrique d'une pratique port\'ee par la discussion sur
  l'\'equation \`a l'aide de laquelle on d\'etermine les in\'egalit\'es
  s\'eculaires des plan\`etes (1766-1874)","  What did ""algebra"" mean before the development of the algebraic theories of
the 20th century ? This paper stresses the identities taken by the algebraic
practices developped during the century long discussion around the equation
around the equation of secular inequalities (1766- 1874). In 1874, a strong
controversy on the theory of bilinear and quadratic forms opposed Camille
Jordan and Leopold Kronecker. The arithmetical ideal of Kronecker faced
Jordan's claim for the simplicity of his algebraic canonical form. As the
controversy combined mathematical and historical arguments, it gave rise to the
writing of a history of the methods used by Lagrange, Laplace and Weierstrass
in a century long mathematical discussion around the ""equation of secular
inequalities"".
",False,0
"L'identit\'e alg\'ebrique d'une pratique port\'ee par la discussion sur
  l'\'equation \`a l'aide de laquelle on d\'etermine les in\'egalit\'es
  s\'eculaires des plan\`etes (1766-1874)","The research paper titled ""L'identité algébrique d'une pratique portée par la discussion sur l'équation à l'aide de laquelle on détermine les inégalités séculaires des planètes (1766-1874)"" examines the historical development of mathematical practices used to determine the secular inequalities of planets between 1766 and 1874. The paper shows how the use of algebraic identities played a crucial role in the development of these practices and the determination of planetary motion. The research concludes that the use of algebraic identities was essential in creating a mathematical framework for understanding the secular inequalities of planets and that this framework had a significant impact on the development of celestial mechanics.",True,1
Asymmetry of the Hamiltonian and the Tolman's length,"  Using the canonical transformation of the order parameter which restores the
Ising symmetry of the Hamiltonian we derive the expression for the Tolman
length as a sum of two terms. One of them is the term generated by the
fluctuations of the order parameter the other one is due to the entropy. The
leading singular behavior of the Tolman length near the critical point is
analyzed. The obtained results are in correspondence with that of M.A.
Anisimov, Phys. Rev. Lett., \textbf{98} 035702 (2007).
",False,0
Asymmetry of the Hamiltonian and the Tolman's length,"This research paper investigates the relationship between the asymmetry of the Hamiltonian and the Tolman's length, which is a measure of the thermodynamic properties of curved surfaces. The study explores the impact of asymmetry on the Tolman's length in various systems, including black holes, condensed matter systems, and cosmological models. The findings suggest that the asymmetry of the Hamiltonian significantly affects the Tolman's length, leading to non-trivial consequences for the thermodynamic behavior of curved surfaces. The results have implications for the understanding of fundamental physical phenomena and may have practical applications in the design of advanced materials.",True,1
Formation of Ultracold Heteronuclear Dimers in Electric Fields,"  The formation of ultracold molecules via stimulated emission followed by a
radiative deexcitation cascade in the presence of a static electric field is
investigated. By analyzing the corresponding cross sections, we demonstrate the
possibility to populate the lowest rotational excitations via photoassociation.
The modification of the radiative cascade due to the electric field leads to
narrow rotational state distributions in the vibrational ground state. External
fields might therefore represent an additional valuable tool towards the
ultimate goal of quantum state preparation of molecules.
",False,0
Formation of Ultracold Heteronuclear Dimers in Electric Fields,"This research paper explores the formation of ultracold heteronuclear dimers in the presence of electric fields. The study investigates the behavior of two distinct atoms, and their interaction in an electric field to form a heteronuclear dimer. The researchers employed a combination of theoretical modeling and experimental measurements to investigate the formation and stability of these dimers. The study also examines the role of external electric fields in controlling the formation and stability of the heteronuclear dimers. The research findings indicate that external electric fields can have a significant impact on the formation and stability of these ultracold heteronuclear dimers. The study provides important insights into the fundamental physics of ultracold molecules and their potential applications in a range of fields, including quantum simulation, precision measurement, and quantum information processing.",True,1
Multiple scalar particle decay and perturbation generation,"  We study the evolution of the universe which contains a multiple number of
non-relativistic scalar fields decaying into both radiation and pressureless
matter. We present a powerful analytic formalism to calculate the matter and
radiation curvature perturbations, and find that our analytic estimates agree
with full numerical results within an error of less than one percent. Also we
discuss the isocurvature perturbation between matter and radiation components,
which may be detected by near future cosmological observations, and point out
that it crucially depends on the branching ratio of the decay rate of the
scalar fields and that it is hard to make any model independent predictions.
",False,0
Multiple scalar particle decay and perturbation generation,"This research paper investigates the decay of multiple scalar particles and its effects on perturbation generation in the early universe. The main objective is to explore how the decay of scalar particles can contribute to the generation of cosmological perturbations, which are essential for the formation of structure in the universe. The study uses a combination of analytical and numerical methods to model the decay of scalar particles and its impact on perturbations. The key findings of the research include the identification of new decay channels for scalar particles and the demonstration that these channels can generate significant levels of perturbations. The study also shows that the effects of scalar particle decay on perturbation generation are highly dependent on the parameters of the scalar field theory. Overall, the research suggests that the decay of scalar particles could be an important factor in the generation of cosmological perturbations and could have implications for our understanding of the early universe.",True,1
"Fidelity approach to quantum phase transitions: finite size scaling for
  quantum Ising model in a transverse field","  We analyze the scaling parameter, extracted from the fidelity for two
different ground states, for the one-dimensional quantum Ising model in a
transverse field near the critical point. It is found that, in the
thermodynamic limit, the scaling parameter is singular, and the derivative of
its logarithmic function with respect to the transverse field strength is
logarithmically divergent at the critical point. The scaling behavior is
confirmed numerically by performing a finite size scaling analysis for systems
of different sizes, consistent with the conformal invariance at the critical
point. This allows us to extract the correlation length critical exponent,
which turns out to be universal in the sense that the correlation length
critical exponent does not depend on either the anisotropic parameter or the
transverse field strength.
",False,0
"Fidelity approach to quantum phase transitions: finite size scaling for
  quantum Ising model in a transverse field","This research paper focuses on the fidelity approach to quantum phase transitions, particularly in the context of the quantum Ising model in a transverse field. The study employs finite size scaling techniques to investigate the critical behavior of the model, and the results suggest that the fidelity approach is a powerful tool for detecting and characterizing quantum phase transitions. The paper concludes by emphasizing the importance of studying quantum critical phenomena using a variety of different approaches in order to gain a more complete understanding of these complex phenomena.",True,1
Experimental Decoy Quantum Key Distribution Up To 130KM Fiber,"  Decoy State Quantum Key Distribution (QKD), being capable of beating PNS
attack and uncon- ditionally secure, have become an attractive one recently.
But, in many QKD systems, disturbances of transmission channel make quantum bit
error rate (QBER) increase which limits both security distance and key bit rate
of real-life decoy state QKD systems. We demonstrate the two-intensity decoy
QKD with one-way Faraday-Michelson phase modulation system, which is free of
channel dis- turbance and keeps interference fringe visibility (99%) long
period, near 130KM single mode optical fiber in telecom (1550 nm) wavelength.
This is longest distance fiber decoy state QKD system based on two intensity
protocol.
",False,0
Experimental Decoy Quantum Key Distribution Up To 130KM Fiber,"This research paper presents an experimental study on Decoy Quantum Key Distribution (QKD) up to 130KM fiber. The main objective of this study is to investigate the feasibility of using decoy states for long-distance QKD and to evaluate the key generation rate and the security of the system. The experimental setup is based on a continuous-wave laser source, a fiber-based Mach-Zehnder interferometer, and a photon detector. The results show that the decoy QKD protocol can achieve a key generation rate of 0.07 bits per pulse and a secure key rate of 0.02 bits per pulse at 130KM fiber. The study also demonstrates the effectiveness of the decoy-state method in mitigating photon number splitting attacks. Overall, the experimental decoy QKD system provides a promising solution for secure key distribution over long distances.",True,1
"Renormalization group flows and quantum phase transitions: fidelity
  versus entanglement","  We compare the roles of fidelity and entanglement in characterizing
renormalization group flows and quantum phase transitions. It turns out that
the scaling parameter extracted from fidelity for different ground states
succeeds to capture nontrivial information including stable and unstable fixed
points, whereas the von Neumann entropy as a bipartite entanglement measure (or
equivalently, majorization relations satisfied by the spectra of the reduced
density matrix along renormalization group flows) often fails, as far as the
intrinsic irreversibility-information loss along renormalization group flows-is
concerned. We also clarify an intimate connection between the von Neumman
entropy, majorization relations, and fidelity. The relevance to Zamolodchikov's
c theorem is indicated.
",False,0
"Renormalization group flows and quantum phase transitions: fidelity
  versus entanglement","The research paper titled ""Renormalization group flows and quantum phase transitions: fidelity versus entanglement"" explores the role of fidelity and entanglement in quantum phase transitions. The study shows that the fidelity, or the overlap between the ground states of two different Hamiltonians, can serve as a powerful tool in detecting quantum phase transitions. Moreover, the paper presents a comprehensive analysis of how entanglement entropy changes as a function of the RG flow parameter. The findings suggest that entanglement entropy can also serve as a useful tool in characterizing quantum phase transitions. The research concludes by highlighting the importance of using both fidelity and entanglement entropy in understanding the dynamics of quantum phase transitions.",True,1
"Pseudo-localization of singular integrals and noncommutative
  Calderon-Zygmund theory","  In this paper we obtain the weak type (1,1) boundedness of Calderon-Zygmund
operators acting over operator-valued functions. Our main tools for its
solution are a noncommutative form of Calderon-Zygmund decomposition in
conjunction with a pseudo-localization principle for singular integrals, which
is new even in the classical setting and of independent interest. Perhaps
because of the hidden role of pseudo-localization and almost orthogonality,
this problem has remained open for quite some time. We also consider
Calderon-Zygmund operators associated to certain operator-valued kernels.
",False,0
"Pseudo-localization of singular integrals and noncommutative
  Calderon-Zygmund theory","The research paper titled ""Pseudo-localization of singular integrals and noncommutative Calderon-Zygmund theory"" explores the application of pseudo-localization techniques to singular integrals and noncommutative Calderon-Zygmund theory. The authors introduce a new type of pseudo-localization operator that allows for the decomposition of singular integrals into a sum of localized operators, which can then be analyzed using noncommutative Calderon-Zygmund theory. They also establish the boundedness of these localized operators on certain function spaces, providing a powerful tool for the study of singular integrals and related problems. The paper concludes with several applications of these techniques to problems in harmonic analysis and partial differential equations. Overall, this research provides new insights into the behavior of singular integrals and furthers our understanding of noncommutative Calderon-Zygmund theory.",True,1
Recursive weighted treelike networks,"  We propose a geometric growth model for weighted scale-free networks, which
is controlled by two tunable parameters. We derive exactly the main
characteristics of the networks, which are partially determined by the
parameters. Analytical results indicate that the resulting networks have
power-law distributions of degree, strength, weight and betweenness, a
scale-free behavior for degree correlations, logarithmic small average path
length and diameter with network size. The obtained properties are in agreement
with empirical data observed in many real-life networks, which shows that the
presented model may provide valuable insight into the real systems.
",False,0
Recursive weighted treelike networks,"This research paper explores the concept of recursive weighted treelike networks, which are a type of hierarchical network structure. The main objective of the study is to investigate the potential benefits of using recursive weighted treelike networks in various applications, including social networks, transportation systems, and biological networks. The research presents a framework for constructing these networks and evaluates their performance based on several metrics, such as efficiency, robustness, and scalability. The results show that recursive weighted treelike networks can offer significant advantages over other network structures, particularly in terms of reducing communication and transportation costs and improving network resilience. The study concludes that recursive weighted treelike networks have the potential to be a valuable tool for designing and optimizing complex systems in a wide range of fields.",True,1
"How a ""Hit"" is Born: The Emergence of Popularity from the Dynamics of
  Collective Choice","  In recent times there has been a surge of interest in seeking out patterns in
the aggregate behavior of socio-economic systems. One such domain is the
emergence of statistical regularities in the evolution of collective choice
from individual behavior. This is manifested in the sudden emergence of
popularity or ""success"" of certain ideas or products, compared to their
numerous, often very similar, competitors. In this paper, we present an
empirical study of a wide range of popularity distributions, spanning from
scientific paper citations to movie gross income. Our results show that in the
majority of cases, the distribution follows a log-normal form, suggesting that
multiplicative stochastic processes are the basis for emergence of popular
entities. This suggests the existence of some general principles of complex
organization leading to the emergence of popularity. We discuss the theoretical
principles needed to explain this socio-economic phenomenon, and present a
model for collective behavior that exhibits bimodality, which has been observed
in certain empirical popularity distributions.
",False,0
"How a ""Hit"" is Born: The Emergence of Popularity from the Dynamics of
  Collective Choice","This paper explores the emergence of popularity in the music industry by analyzing the dynamics of collective choice. Through a combination of theoretical models and empirical data, the authors demonstrate how social influence, network effects, and other factors can lead to the creation of a ""hit"" song. The results suggest that the path to popularity is not entirely random, but rather a complex interplay of various factors that can be understood and predicted to some degree. Ultimately, the findings have implications for understanding cultural markets and the role of social influence in shaping popular taste.",True,1
"Effective Field Theory, Renormalizability and Extra Dimensions","  We discuss in this paper two ways of defining the concept of ""effective field
theory"": effective field theory defined by low energy effectiveness and
effective field theory defined by 4D effectiveness out of higher dimensions. We
argue that these two views are actually equivalent, that effective field
theories at low energy can in fact be regarded as field theories of higher
dimensions confined on a 4D spcaetime. We examine this idea through comparing
two different regularization schemes: Momentum Cutoff and Dimensional
Regularization, and through analyzing how fields can be localized on branes.
",False,0
"Effective Field Theory, Renormalizability and Extra Dimensions","This research paper discusses the use of effective field theory (EFT) in the context of extra dimensions and renormalizability. The authors demonstrate that EFT can be employed to study the effects of extra dimensions on low-energy physics and to investigate the renormalizability of such theories. They also demonstrate that the use of EFT leads to the discovery of new phenomena, such as the appearance of non-renormalizable operators and the need for additional counterterms. The authors conclude that EFT provides a powerful tool for studying theories with extra dimensions and for understanding the role of renormalizability in such theories.",True,1
"Why are accreting T Tauri stars observed to be less luminous in X-rays
  than non-accretors?","  Accreting T Tauri stars are observed to be less luminous in X-rays than
non-accretors, an effect that has been detected in various star forming
regions. To explain this we have combined, for the first time, a radiative
transfer code with an accretion model that considers magnetic fields
extrapolated from surface magnetograms obtained from Zeeman-Doppler imaging.
Such fields consist of compact magnetic regions close to the stellar surface,
with extended field lines interacting with the disc. We study the propagation
of coronal X-rays through the magnetosphere and demonstrate that they are
strongly absorbed by the dense gas in accretion columns. The reduction in the
observed X-ray emission depends on the field geometry, which may explain why
accreting T Tauri stars show a larger scatter in their observed X-ray
luminosity compared to non-accreting stars.
",False,0
"Why are accreting T Tauri stars observed to be less luminous in X-rays
  than non-accretors?","This research paper aims to investigate the reason behind the observed lower X-ray luminosity of accreting T Tauri stars when compared to non-accretors. The primary theme is to understand the mechanism of X-ray emission in these stars and to determine how accretion affects their X-ray luminosity. Based on a review of existing literature and analysis of observational data, the study concludes that the lower X-ray luminosity is likely due to the presence of dense accretion disks that absorb and reprocess X-rays. The study also suggests that the accretion process itself may play a role in reducing X-ray emission. These findings have implications for our understanding of star formation and the role of accretion in shaping the properties of young stars.",True,1
Geometry of PT-symmetric quantum mechanics,"  Recently, much research has been carried out on Hamiltonians that are not
Hermitian but are symmetric under space-time reflection, that is, Hamiltonians
that exhibit PT symmetry. Investigations of the Sturm-Liouville eigenvalue
problem associated with such Hamiltonians have shown that in many cases the
entire energy spectrum is real and positive and that the eigenfunctions form an
orthogonal and complete basis. Furthermore, the quantum theories determined by
such Hamiltonians have been shown to be consistent in the sense that the
probabilities are positive and the dynamical trajectories are unitary. However,
the geometrical structures that underlie quantum theories formulated in terms
of such Hamiltonians have hitherto not been fully understood. This paper
studies in detail the geometric properties of a Hilbert space endowed with a
parity structure and analyses the characteristics of a PT-symmetric Hamiltonian
and its eigenstates. A canonical relationship between a PT-symmetric operator
and a Hermitian operator is established. It is shown that the quadratic form
corresponding to the parity operator, in particular, gives rise to a natural
partition of the Hilbert space into two halves corresponding to states having
positive and negative PT norm. The indefiniteness of the norm can be
circumvented by introducing a symmetry operator C that defines a positive
definite inner product by means of a CPT conjugation operation.
",False,0
Geometry of PT-symmetric quantum mechanics,"The paper explores the geometry of PT-symmetric quantum mechanics, focusing on the properties of non-Hermitian Hamiltonians with PT symmetry. Using geometric methods, the authors show that the eigenfunctions of PT-symmetric Hamiltonians have a natural interpretation as geodesics on a curved manifold. They also demonstrate that the PT symmetry of the Hamiltonian is intimately related to the curvature of this manifold. The paper concludes with a discussion of the implications of these results for the understanding of PT-symmetric quantum mechanics, including the possibility of new applications in areas such as quantum computing and information theory.",True,1
Using Access Data for Paper Recommendations on ArXiv.org,"  This thesis investigates in the use of access log data as a source of
information for identifying related scientific papers. This is done for
arXiv.org, the authority for publication of e-prints in several fields of
physics.
  Compared to citation information, access logs have the advantage of being
immediately available, without manual or automatic extraction of the citation
graph. Because of that, a main focus is on the question, how far user behavior
can serve as a replacement for explicit meta-data, which potentially might be
expensive or completely unavailable. Therefore, we compare access, content, and
citation-based measures of relatedness on different recommendation tasks. As a
final result, an online recommendation system has been built that can help
scientists to find further relevant literature, without having to search for
them actively.
",False,0
